pais,ingrediente,tipo,unidad,minimo,maximo,establecido,categoria_regulacion,referencias,valor_original
El Salvador,Magnesio,Mineral,mg,,,False,Estándar,,No establecido
El Salvador,Cobre,Mineral,mg,,,False,Estándar,,No establecido
El Salvador,Hierro,Mineral,mg,,,False,Estándar,,No establecido
El Salvador,Calcio,Mineral,mg,,,False,Estándar,,No establecido
El Salvador,Cromo,Mineral,µg,,,False,Estándar,,No establecido
El Salvador,Flúor,Mineral,mg,,,False,Estándar,,No establecido
El Salvador,Fósforo,Mineral,mg,,,False,Estándar,,No establecido
El Salvador,Manganeso,Mineral,mg,,,False,Estándar,,No establecido
El Salvador,Molibdeno,Mineral,µg,,,False,Estándar,,No establecido
El Salvador,Selenio,Mineral,µg,,,False,Estándar,,No establecido
El Salvador,Yodo,Mineral,µg,,,False,Estándar,,No establecido
El Salvador,Zinc,Mineral,mg,,,False,Estándar,,No establecido
El Salvador,Boro,Mineral,mg,,,False,Estándar,,No establecido
El Salvador,Níquel,Mineral,mg,,,False,Estándar,,No establecido
El Salvador,Potasio,Mineral,mg,,,False,Estándar,,No establecido
El Salvador,Silicio,Mineral,mg,,,False,Estándar,,No establecido
El Salvador,Sodio,Mineral,mg,,,False,Estándar,,No establecido
El Salvador,Vanadio,Mineral,mg,,,False,Estándar,,No establecido
